URL	Name	Subject	Section Header	Section Index	PageViews
Birdland_1951	Birdland 1951	works	external links	17	3155
Miles_%26_Coltrane	Miles & Coltrane	works	external links	14	4429
Basic_Miles:_The_Classic_Performances_of_Miles_Davis	Basic Miles: The Classic Performances of Miles Davis	works	external links	18	1096
Cool_%26_Collected	Cool & Collected	works	external links	18	1186
The_Miles_Davis_Collection,_Vol._1:_12_Sides_of_Miles	The Miles Davis Collection, Vol. 1: 12 Sides of Miles	works	external links	13	629
Forever_Miles_Davis	Forever Miles Davis	works	external links	20	675
Beautiful_Ballads_%26_Love_Songs_(Miles_Davis_album)	Beautiful Ballads & Love Songs (Miles Davis album)	works	external links	20	802
Ballads_and_Blues_(Miles_Davis_album)	Ballads and Blues (Miles Davis album)	works	external links	19	2858
Highlights_from_the_Plugged_Nickel	Highlights from the Plugged Nickel	works	external links	18	1336
Love_Songs_(Miles_Davis_album)	Love Songs (Miles Davis album)	works	external links	20	1398
Two_Tenors	Two Tenors	works	external links	15	1301
Miles_from_India	Miles from India	works	references	13	1838
File:Miles_Davis_Directions.jpg	File:Miles Davis Directions.jpg	other	file usage	8	44
The_Africa/Brass_Sessions,_Volume_2	The Africa/Brass Sessions, Volume 2	works	external links	24	0
Miles_Davis_at_Carnegie_Hall	Miles Davis at Carnegie Hall	works	external links	32	5605
Jazz:_The_Smithsonian_Anthology	Jazz: The Smithsonian Anthology	works	track listing	30	1975
File:Miles_Davis_Quintet_at_Peacock_Alley.jpeg	File:Miles Davis Quintet at Peacock Alley.jpeg	other	file history	5	60
File:Miles_Davis%27_Greatest_Hits.jpeg	File:Miles Davis' Greatest Hits.jpeg	other	file history	5	56
Live_in_Europe_1967:_The_Bootleg_Series_Vol._1	Live in Europe 1967: The Bootleg Series Vol. 1	works	references	18	5541
That%27s_What_Happened:_Live_in_Germany_1987	That's What Happened: Live in Germany 1987	works	external links	14	1263
User_talk:Tassedethe/Archive_3	User talk:Tassedethe/Archive 3	other	quiet nights	335	0
Miles!_The_Definitive_Miles_Davis_at_Montreux_DVD_Collection	Miles! The Definitive Miles Davis at Montreux DVD Collection	works	external links	35	1159
User:Fundamentalbase/draft6	User:Fundamentalbase/draft6	other	first paragraph	0	0
User:Fundamentalbase/draft7	User:Fundamentalbase/draft7	other	guest list	1	0
User:Fundamentalbase/draft1	User:Fundamentalbase/draft1	other	guest list	12	0
Mr._P.C._(composition)	Mr. P.C. (composition)	works	references	16	3599
The_Mastery_of_John_Coltrane,_Vol._3:_Jupiter_Variation	The Mastery of John Coltrane, Vol. 3: Jupiter Variation	works	references	9	1658
The_Mastery_of_John_Coltrane,_Vol._4:_Trane%27s_Modes	The Mastery of John Coltrane, Vol. 4: Trane's Modes	works	references	9	1014
The_Mastery_of_John_Coltrane,_Vol._1:_Feelin%27_Good	The Mastery of John Coltrane, Vol. 1: Feelin' Good	works	references	10	1031
User:Quammy/sandbox	User:Quammy/sandbox	other	influences	18	0
Trane_Tracks:_The_Legacy_of_John_Coltrane	Trane Tracks: The Legacy of John Coltrane	works	references	16	1166
Seven_Steps_to_Heaven_(composition)	Seven Steps to Heaven (composition)	works	see also	16	2306
Joshua_(composition)	Joshua (composition)	works	renditions	3	1006
Four_(composition)	Four (composition)	works	references	9	4832
Dig_(composition)	Dig (composition)	works	notes	8	1231
Moment%27s_Notice	Moment's Notice	works	references	7	2643
User:West.andrew.g/Dead_links/Archive_986	User:West.andrew.g/Dead links/Archive 986	other	first paragraph	0	0
File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60
The_New_Sounds	The New Sounds	works	references	15	1311
The_Compositions_Of_Al_Cohn	The Compositions Of Al Cohn	works	personnel	11	4025
Miles_Davis_Quartet_(album)	Miles Davis Quartet (album)	works	first paragraph	0	1607
Miles_Davis_All-Star_Sextet_(album)	Miles Davis All-Star Sextet (album)	works	personnel	10	1724
Miles_Davis_Quintet_(album)	Miles Davis Quintet (album)	works	first paragraph	0	4907
Miles_Davis_with_Sonny_Rollins	Miles Davis with Sonny Rollins	works	personnel	12	4946
Miles_Davis_All_Stars,_Volume_1	Miles Davis All Stars, Volume 1	works	first paragraph	0	4257
Miles_Davis_All_Stars,_Volume_2	Miles Davis All Stars, Volume 2	works	first paragraph	0	3474
Miles_Davis,_Volume_3	Miles Davis, Volume 3	works	first paragraph	0	2432
Modern_Jazz_Trumpets	Modern Jazz Trumpets	works	personnel and recording dates	28	2213
Portal:Jazz/Selected_article/Archive	Portal:Jazz/Selected article/Archive	other	15	66	0
Offering:_Live_at_Temple_University	Offering: Live at Temple University	works	external links	23	3167
Horace_Silver_discography	Horace Silver discography	works	albums recorded as a sideman	19	9638
User:Fundamentalbase/sandbox	User:Fundamentalbase/sandbox	other	guest list	3	0
User_talk:Owen_kruse	User talk:Owen kruse	other	january 2015	5	6
User_talk:Nakwebsdbti	User talk:Nakwebsdbti	other	february 2015	5	6
Live_in_Europe_1969:_The_Bootleg_Series_Vol._2	Live in Europe 1969: The Bootleg Series Vol. 2	works	references	23	3900
Miles_Davis_at_Newport_1955-1975:_The_Bootleg_Series_Vol._4	Miles Davis at Newport 1955-1975: The Bootleg Series Vol. 4	other	references	37	2020
Miles_at_the_Fillmore_-_Miles_Davis_1970:_The_Bootleg_Series_Vol._3	Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3	other	references	26	2086
User_talk:204.154.122.138	User talk:204.154.122.138	other	february 2016	9	0
Jazz	Jazz	genres	history	285	620490
John_Coltrane	John Coltrane	musicians	external links	101	338347
Bill_Evans	Bill Evans	musicians	biography	40	153642
1957_in_music	1957 in music	events	albums released	13	11277
Weather_Report	Weather Report	musicians	history	20	113046
Kind_of_Blue	Kind of Blue	works	external links	65	152631
John_Scofield	John Scofield	musicians	discography	32	48835
Keith_Jarrett	Keith Jarrett	musicians	external links	70	86396
Jazz_fusion	Jazz fusion	genres	influential recordings	85	120897
Philly_Joe_Jones	Philly Joe Jones	musicians	discography	37	25551
Wayne_Shorter	Wayne Shorter	musicians	external links	56	75890
Bitches_Brew	Bitches Brew	works	personnel	39	98711
Grammy_Award_for_Best_Album_Notes	Grammy Award for Best Album Notes	events	1970s	14	5036
Somethin%27_Else_(Cannonball_Adderley_album)	Somethin' Else (Cannonball Adderley album)	works	external links	30	18326
Percy_Heath	Percy Heath	musicians	discography	29	7803
Miles_Ahead	Miles Ahead	works	references	21	22513
Dave_Holland	Dave Holland	musicians	discography	68	23147
Red_Garland	Red Garland	musicians	later life and career	12	22162
Category:Miles_Davis_albums	Category:Miles Davis albums	works	first paragraph	0	1285
Ravi_Coltrane	Ravi Coltrane	musicians	external links	70	25360
Giant_Steps	Giant Steps	works	external links	31	41914
Sheets_of_sound	Sheets of sound	genres	further reading	19	7481
Coltrane_changes	Coltrane changes	genres	external links	70	31178
A_Love_Supreme	A Love Supreme	works	external links	80	59419
Teo_Macero	Teo Macero	musicians	external links	53	9812
Birth_of_the_Cool	Birth of the Cool	works	first paragraph	0	42356
Blue_Train_(album)	Blue Train (album)	works	external links	30	48179
Donna_Lee	Donna Lee	works	further reading	26	10204
Sketches_of_Spain	Sketches of Spain	works	external links	32	35860
%27Round_About_Midnight	'Round About Midnight	works	references	41	19756
Filles_de_Kilimanjaro	Filles de Kilimanjaro	works	external links	41	20180
Giant_Steps_(composition)	Giant Steps (composition)	works	external links	21	12647
Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881
Steamin%27_with_the_Miles_Davis_Quintet	Steamin' with the Miles Davis Quintet	works	first paragraph	0	3805
Workin%27_with_the_Miles_Davis_Quintet	Workin' with the Miles Davis Quintet	works	first paragraph	0	5406
Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943
Milestones_(Miles_Davis_album)	Milestones (Miles Davis album)	works	external links	28	28996
Someday_My_Prince_Will_Come_(Miles_Davis_album)	Someday My Prince Will Come (Miles Davis album)	works	track listing	15	18822
Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899
E.S.P._(Miles_Davis_album)	E.S.P. (Miles Davis album)	works	references	28	18081
Miles_Smiles	Miles Smiles	works	references	34	17843
Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	external links	19	16553
Nefertiti_(Miles_Davis_album)	Nefertiti (Miles Davis album)	works	references	30	20179
Miles_in_the_Sky	Miles in the Sky	works	external links	27	13502
The_Complete_Live_at_the_Plugged_Nickel_1965	The Complete Live at the Plugged Nickel 1965	works	track listing	30	8250
In_a_Silent_Way	In a Silent Way	works	external links	33	43548
Jack_Johnson_(album)	Jack Johnson (album)	works	personnel	33	27986
On_the_Corner	On the Corner	works	external links	27	28014
Get_Up_with_It	Get Up with It	works	first paragraph	0	15523
Big_Fun_(Miles_Davis_album)	Big Fun (Miles Davis album)	works	personnel	43	18406
My_Favorite_Things_(album)	My Favorite Things (album)	works	external links	29	28512
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313
Tutu_(album)	Tutu (album)	works	external links	38	18857
Impressions_(John_Coltrane_album)	Impressions (John Coltrane album)	works	references	26	12996
Autumn_Leaves_(1945_song)	Autumn Leaves (1945 song)	works	recordings and covers	12	0
Monk%27s_Music	Monk's Music	works	external links	30	10122
Porgy_and_Bess_(Miles_Davis_album)	Porgy and Bess (Miles Davis album)	works	external links	36	18365
The_Man_with_the_Horn	The Man with the Horn	works	references	16	9531
Transition_(John_Coltrane_album)	Transition (John Coltrane album)	works	references	19	5485
What_I_Say%3F	What I Say?	other	external links	29	765
Blue_Haze	Blue Haze	works	first paragraph	0	11176
Live-Evil_(Miles_Davis_album)	Live-Evil (Miles Davis album)	works	recording details	34	24533
The_Complete_Bitches_Brew_Sessions	The Complete Bitches Brew Sessions	works	external links	24	5248
Crescent_(John_Coltrane_album)	Crescent (John Coltrane album)	works	references	33	11376
Ol%C3%A9_Coltrane	Olé Coltrane	works	references	25	14816
Coltrane_Plays_the_Blues	Coltrane Plays the Blues	works	references	23	5365
Stellar_Regions	Stellar Regions	works	references	12	5066
Interstellar_Space	Interstellar Space	works	external links	29	16837
Thelonious_Monk_with_John_Coltrane	Thelonious Monk with John Coltrane	works	references	20	12224
Miles_Davis_Volume_2	Miles Davis Volume 2	works	first paragraph	0	8668
Miles_Davis_Volume_1	Miles Davis Volume 1	works	first paragraph	0	6187
Sun_Ship	Sun Ship	works	references	11	5435
%27Round_Midnight_(song)	'Round Midnight (song)	works	notable recordings	20	23180
Miles:_The_New_Miles_Davis_Quintet	Miles: The New Miles Davis Quintet	works	first paragraph	0	7655
Walkin%27	Walkin'	works	track listing	12	15121
Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144
Bags%27_Groove	Bags' Groove	works	first paragraph	0	8818
Live_at_the_Village_Vanguard_Again!	Live at the Village Vanguard Again!	works	references	10	7922
Quintet/Sextet	Quintet/Sextet	works	background and recording	8	0
You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	references	15	12642
Star_People	Star People	works	references	15	8246
Aura_(Miles_Davis_album)	Aura (Miles Davis album)	works	external links	27	10925
Amandla_(album)	Amandla (album)	works	external links	11	11868
Decoy_(album)	Decoy (album)	works	references	16	9434
Dingo_(soundtrack)	Dingo (soundtrack)	works	references	9	6826
Doo-Bop	Doo-Bop	works	external links	12	20049
Milestones_(instrumental_composition)	Milestones (instrumental composition)	works	first paragraph	0	1882
Bob_Weinstock	Bob Weinstock	musicians	prestige records	9	2377
The_World_According_to_John_Coltrane	The World According to John Coltrane	works	references	16	1789
The_Complete_In_a_Silent_Way_Sessions	The Complete In a Silent Way Sessions	works	references	20	5281
List_of_jazz_fusion_musicians	List of jazz fusion musicians	musicians	first paragraph	0	22325
Live_in_Japan_(John_Coltrane_album)	Live in Japan (John Coltrane album)	works	references	36	5017
So_What_(Miles_Davis_composition)	So What (Miles Davis composition)	works	external links	29	16610
Impressions_(instrumental_composition)	Impressions (instrumental composition)	works	notes	9	1925
If_I_Were_a_Bell	If I Were a Bell	works	covers	12	6009
All_Blues	All Blues	works	references	10	13074
Meditations_(John_Coltrane_album)	Meditations (John Coltrane album)	works	references	11	13055
John_Coltrane_with_the_Red_Garland_Trio	John Coltrane with the Red Garland Trio	works	references	15	9824
Agharta_(album)	Agharta (album)	works	personnel	59	18511
Miles_in_Berlin	Miles in Berlin	works	track listing	13	3717
Whims_of_Chambers	Whims of Chambers	works	references	17	2054
Ascension_(John_Coltrane_album)	Ascension (John Coltrane album)	works	sources	25	18926
Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273
Pangaea_(album)	Pangaea (album)	works	external links	26	11067
We_Want_Miles	We Want Miles	works	references	41	10438
The_Cellar_Door_Sessions	The Cellar Door Sessions	works	notes	33	6277
Om_(John_Coltrane_album)	Om (John Coltrane album)	works	references	15	10013
Live_at_the_Fillmore_East,_March_7,_1970:_It%27s_About_that_Time	Live at the Fillmore East, March 7, 1970: It's About that Time	works	references	24	2816
Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	external links	35	11162
The_Complete_Jack_Johnson_Sessions	The Complete Jack Johnson Sessions	works	external links	31	5570
Naima	Naima	works	references	14	15276
Lazy_Bird	Lazy Bird	works	sources	7	3326
Well,_You_Needn%27t	Well, You Needn't	works	references	12	4481
Coltrane%27s_Sound	Coltrane's Sound	works	references	22	9332
Miles_%26_Monk_at_Newport	Miles & Monk at Newport	works	personnel	26	9399
Freddie_Freeloader	Freddie Freeloader	works	external links	14	10825
Solar_(composition)	Solar (composition)	works	references	10	3873
The_Olatunji_Concert:_The_Last_Live_Recording	The Olatunji Concert: The Last Live Recording	works	references	11	3136
Thelonious_Monk_Quartet_with_John_Coltrane_at_Carnegie_Hall	Thelonious Monk Quartet with John Coltrane at Carnegie Hall	works	references	20	9554
Africa/Brass	Africa/Brass	works	references	35	0
Bags_%26_Trane	Bags & Trane	works	references	19	4335
Ballads_(John_Coltrane_album)	Ballads (John Coltrane album)	works	references	15	14320
Blue_Moods	Blue Moods	works	references	15	8967
Expression_(album)	Expression (album)	works	references	16	10545
Soultrane	Soultrane	works	references	21	13908
John_Coltrane_discography	John Coltrane discography	works	appearances	34	51362
The_Musings_of_Miles	The Musings of Miles	works	external links	17	4106
Flamenco_Sketches	Flamenco Sketches	works	references	9	8227
Blue_in_Green	Blue in Green	works	references	12	16398
John_Coltrane_and_Johnny_Hartman	John Coltrane and Johnny Hartman	works	references	21	14491
The_Complete_1957_Riverside_Recordings	The Complete 1957 Riverside Recordings	works	references	15	2492
Private_Passions	Private Passions	genres	guest list	5	3933
Dakar_(album)	Dakar (album)	works	references	11	4495
Coltrane_(1957_album)	Coltrane (1957 album)	works	references	21	14354
Lush_Life_(John_Coltrane_album)	Lush Life (John Coltrane album)	works	references	17	8658
The_Last_Trane	The Last Trane	works	references	10	1874
The_Believer_(John_Coltrane_album)	The Believer (John Coltrane album)	works	personnel	10	3178
Settin%27_the_Pace	Settin' the Pace	works	references	17	1890
Black_Pearls	Black Pearls	works	references	18	3153
Standard_Coltrane	Standard Coltrane	works	personnel	7	1470
Bahia_(album)	Bahia (album)	works	references	10	4050
Coltrane_Jazz	Coltrane Jazz	works	references	23	12007
The_Avant-Garde_(album)	The Avant-Garde (album)	works	references	50	6193
The_Heavyweight_Champion:_The_Complete_Atlantic_Recordings	The Heavyweight Champion: The Complete Atlantic Recordings	works	references	37	3409
Informal_Jazz	Informal Jazz	works	references	14	1519
The_Prestige_Recordings	The Prestige Recordings	works	track listing	38	2297
Stardust_(John_Coltrane_album)	Stardust (John Coltrane album)	works	references	9	4654
Like_Sonny	Like Sonny	works	references	13	2206
Coltrane_%22Live%22_at_the_Village_Vanguard	Coltrane "Live" at the Village Vanguard	other	external links	27	2640
Duke_Ellington_%26_John_Coltrane	Duke Ellington & John Coltrane	works	references	14	16802
Coltrane_(1962_album)	Coltrane (1962 album)	works	external links	28	9700
The_Major_Works_of_John_Coltrane	The Major Works of John Coltrane	works	references	13	1793
Trane%27s_Blues	Trane's Blues	works	references	9	1915
Coltrane_Live_at_Birdland	Coltrane Live at Birdland	works	references	14	2261
First_Meditations_(for_quartet)	First Meditations (for quartet)	works	notes	11	3154
Jazz_Way_Out	Jazz Way Out	works	references	10	1959
Countdown:_The_Savoy_Sessions	Countdown: The Savoy Sessions	works	references	9	1154
Dial_Africa:_The_Savoy_Sessions	Dial Africa: The Savoy Sessions	works	references	9	1165
Gold_Coast_(album)	Gold Coast (album)	works	personnel	8	1079
Tanganyika_Strut	Tanganyika Strut	works	references	9	2074
The_Complete_Copenhagen_Concert	The Complete Copenhagen Concert	works	personnel	9	682
Wilbur_Harden	Wilbur Harden	musicians	references	21	2134
Infinity_(John_Coltrane_album)	Infinity (John Coltrane album)	works	references	20	2100
The_Classic_Quartet:_The_Complete_Impulse!_Recordings	The Classic Quartet: The Complete Impulse! Recordings	works	personnel	36	3919
Miles_%26_Quincy_Live_at_Montreux	Miles & Quincy Live at Montreux	works	background	7	6696
The_Complete_1961_Village_Vanguard_Recordings	The Complete 1961 Village Vanguard Recordings	works	external links	30	4112
High_Step	High Step	works	references	16	2228
Tenor_Conclave	Tenor Conclave	works	references	10	2938
Interplay_for_2_Trumpets_and_2_Tenors	Interplay for 2 Trumpets and 2 Tenors	works	references	13	1372
The_Cats_(album)	The Cats (album)	works	personnel	8	5437
Cattin%27_with_Coltrane_and_Quinichette	Cattin' with Coltrane and Quinichette	works	references	11	3130
Mal/2	Mal/2	works	references	16	0
Wheelin%27_%26_Dealin%27	Wheelin' & Dealin'	works	references	10	2052
A_Blowin%27_Session	A Blowin' Session	works	references	9	2347
Stereo_Drive	Stereo Drive	works	references	10	3003
Kenny_Burrell_%26_John_Coltrane	Kenny Burrell & John Coltrane	other	references	14	0
Mainstream_1958	Mainstream 1958	works	references	13	1613
Alternate_Takes	Alternate Takes	works	personnel	13	1613
The_Coltrane_Legacy	The Coltrane Legacy	works	references	16	1588
The_Complete_Paris_Concerts	The Complete Paris Concerts	works	personnel	11	481
Live_in_Stockholm_1961	Live in Stockholm 1961	works	personnel	8	680
Afro_Blue_Impressions	Afro Blue Impressions	works	references	19	4100
The_European_Tour	The European Tour	works	references	9	1244
The_Complete_1962_Stockholm_Concert	The Complete 1962 Stockholm Concert	works	personnel	15	468
Live_at_Birdland_1962	Live at Birdland 1962	works	track listing	7	486
Bye_Bye_Blackbird_(John_Coltrane_album)	Bye Bye Blackbird (John Coltrane album)	works	references	11	2568
The_Paris_Concert_(John_Coltrane_album)	The Paris Concert (John Coltrane album)	works	references	10	2090
Live_in_Stockholm_1963	Live in Stockholm 1963	works	personnel	8	1348
Newport_%2763	Newport '63	works	references	10	2805
The_John_Coltrane_Quartet_Plays	The John Coltrane Quartet Plays	works	references	12	13287
Creation_(John_Coltrane_album)	Creation (John Coltrane album)	works	personnel	8	699
Brazilia_(album)	Brazilia (album)	works	references	10	588
Kulu_S%C3%A9_Mama	Kulu Sé Mama	works	external links	18	11022
Living_Space_(album)	Living Space (album)	works	references	10	3352
Live_in_Seattle_(John_Coltrane_album)	Live in Seattle (John Coltrane album)	works	references	16	3273
Live_at_the_Half_Note:_One_Down,_One_Up	Live at the Half Note: One Down, One Up	works	references	17	2979
Live_in_Paris_(John_Coltrane_album)	Live in Paris (John Coltrane album)	works	personnel	8	1699
Live_in_Antibes	Live in Antibes	works	references	9	618
Gleanings_(album)	Gleanings (album)	works	personnel	9	870
The_Mastery_of_John_Coltrane,_Vol._2:_To_the_Beat_of_a_Different_Drum	The Mastery of John Coltrane, Vol. 2: To the Beat of a Different Drum	works	references	9	714
New_Thing_at_Newport	New Thing at Newport	works	references	20	8468
Selflessness:_Featuring_My_Favorite_Things	Selflessness: Featuring My Favorite Things	works	personnel	14	2336
Cosmic_Music	Cosmic Music	works	references	11	5087
Template:John_Coltrane	Template:John Coltrane	other	first paragraph	0	572
Black_Beauty:_Live_at_the_Fillmore_West	Black Beauty: Live at the Fillmore West	works	external links	27	9702
The_Complete_Columbia_Recordings_of_Miles_Davis_with_John_Coltrane	The Complete Columbia Recordings of Miles Davis with John Coltrane	works	references	29	6469
Circle_in_the_Round	Circle in the Round	works	track listing	17	8208
Miles_Davis_Quintet_at_Peacock_Alley	Miles Davis Quintet at Peacock Alley	works	personnel	10	2167
The_Complete_Graz_Concert	The Complete Graz Concert	works	personnel	8	417
The_Last_Giant:_Anthology	The Last Giant: Anthology	works	track listing	9	1178
Ken_Burns_Jazz:_John_Coltrane	Ken Burns Jazz: John Coltrane	works	references	7	1185
Tenor_Madness	Tenor Madness	works	references	21	7496
Miles_Davis_Quintet	Miles Davis Quintet	musicians	references	21	36345
Amsterdam_Concert	Amsterdam Concert	works	personnel	10	1724
The_Columbia_Years_1955%E2%80%931985	The Columbia Years 1955–1985	works	references	20	1542
In_Concert_(Miles_Davis_album)	In Concert (Miles Davis album)	works	external links	35	8533
The_Complete_On_the_Corner_Sessions	The Complete On the Corner Sessions	works	performers by song	46	4433
Miles_Davis_%26_Gil_Evans:_The_Complete_Columbia_Studio_Recordings	Miles Davis & Gil Evans: The Complete Columbia Studio Recordings	works	references	21	4008
The_Complete_Miles_Davis_at_Montreux	The Complete Miles Davis at Montreux	works	external links	48	3910
Water_Babies_(album)	Water Babies (album)	works	references	24	12374
Dark_Magus	Dark Magus	works	external links	49	12388
My_Funny_Valentine_(album)	My Funny Valentine (album)	works	references	23	7825
Cool_Bird	Cool Bird	works	personnel	7	1641
Conception_(album)	Conception (album)	works	references	41	3942
Blue_Period_(album)	Blue Period (album)	works	personnel	12	6332
Dig_(Miles_Davis_album)	Dig (Miles Davis album)	works	references	21	10244
Jazz_Track	Jazz Track	works	references	19	9236
Music_from_Siesta	Music from Siesta	works	references	10	6618
User_talk:166.127.1.221	User talk:166.127.1.221	other	first paragraph	0	38
John_Coltrane_House	John Coltrane House	places	external links	23	2142
Miles_Davis_and_Horns	Miles Davis and Horns	works	references	15	6266
Ogunde_(song)	Ogunde (song)	works	external links	29	1899
User:Panicpack121	User:Panicpack121	other	first paragraph	0	204
1958_Miles	1958 Miles	works	external links	52	9814
Template:Miles_Davis	Template:Miles Davis	other	first paragraph	0	653
John_Coltrane_Home	John Coltrane Home	musicians	external links	21	3185
In_Person_Friday_and_Saturday_Nights_at_the_Blackhawk,_Complete	In Person Friday and Saturday Nights at the Blackhawk, Complete	works	first paragraph	0	6831
Coltrane_for_Lovers	Coltrane for Lovers	works	external links	44	2838
Miles_in_Paris	Miles in Paris	works	external links	9	1198
Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260
Collectors%27_Items	Collectors' Items	works	references	23	7860
Miles_Davis_in_Europe	Miles Davis in Europe	other	references	9	1198
Jazz_at_the_Plaza_Vol._I	Jazz at the Plaza Vol. I	works	external links	19	1171
Miles!_Miles!_Miles!	Miles! Miles! Miles!	works	references	12	2275
On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	other notable performers	4	12459
At_Newport_1958	At Newport 1958	works	personnel	8	8600
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	works	references	6	4004
Wikipedia_talk:WikiProject_Jazz/Archives/2008_1	Wikipedia talk:WikiProject Jazz/Archives/2008 1	other	categorywikiproject jazz articles	191	0
User_talk:74.235.51.21	User talk:74.235.51.21	other	february 2009	11	11
Four_%26_More	Four & More	works	references	23	6736
Equinox_(standard)	Equinox (standard)	works	references	21	5622
Sonny%27s_Crib	Sonny's Crib	works	references	17	2306
List_of_jazz_contrafacts	List of jazz contrafacts	genres	first paragraph	0	12874
List_of_post-1950_jazz_standards	List of post-1950 jazz standards	works	195559	14	10221
Live_Around_the_World_(Miles_Davis_album)	Live Around the World (Miles Davis album)	works	external links	21	4246
Seven_Steps:_The_Complete_Columbia_Recordings_of_Miles_Davis_1963%E2%80%931964	Seven Steps: The Complete Columbia Recordings of Miles Davis 1963–1964	works	references	30	2768
The_Complete_Studio_Recordings_of_The_Miles_Davis_Quintet_1965%E2%80%931968	The Complete Studio Recordings of The Miles Davis Quintet 1965–1968	works	references	30	5864
Miles_Davis:_The_Complete_Columbia_Album_Collection	Miles Davis: The Complete Columbia Album Collection	works	external links	37	4964
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0
Miles_in_Tokyo	Miles in Tokyo	works	personnel	15	4091
User:Cavernia/Sandbox	User:Cavernia/Sandbox	other	first paragraph	0	0
Book:Miles_Davis	Book:Miles Davis	other	miles davis	5	792
Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62
Dig_It!	Dig It!	works	references	15	1887
Super_Hits_(Miles_Davis_album)	Super Hits (Miles Davis album)	works	external links	31	1645
Prestige_Records_discography	Prestige Records discography	works	discography	7	5682
1960s_in_jazz	1960s in jazz	events	1968	77	11110
1950s_in_jazz	1950s in jazz	events	1950s jazz standards	14	12841
Young_Man_with_a_Horn_(Miles_Davis_album)	Young Man with a Horn (Miles Davis album)	works	references	13	7132
The_Best_of_John_Coltrane	The Best of John Coltrane	works	external links	27	3152
Live_at_Newport_1958_%26_1963	Live at Newport 1958 & 1963	works	external links	12	1110
Chasin%27_the_Bird_(Miles_Davis_album)	Chasin' the Bird (Miles Davis album)	works	see also	14	1037
Portal:Miles_Davis	Portal:Miles Davis	other	first paragraph	0	3373
Portal:Miles_Davis/Selected_article	Portal:Miles Davis/Selected article	other	selected article list	14	0
Portal:Miles_Davis/Selected_picture	Portal:Miles Davis/Selected picture	other	selected picture list	38	0
Portal:Miles_Davis/Selected_album	Portal:Miles Davis/Selected album	other	selected album list	18	0
Panthalassa:_The_Music_of_Miles_Davis_1969%E2%80%931974	Panthalassa: The Music of Miles Davis 1969–1974	works	external links	24	3000
Panthalassa:_The_Remixes	Panthalassa: The Remixes	works	external links	13	1978
The_Essential_Miles_Davis	The Essential Miles Davis	works	external links	20	4224
The_Legendary_Prestige_Quintet_Sessions	The Legendary Prestige Quintet Sessions	works	references	28	4253
Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	references	28	11160
Bitches_Brew_Live	Bitches Brew Live	works	personnel tracks 13 july 5 1969 at the newport jazz festival	15	8668
1969_Miles_%E2%80%93_Festiva_De_Juan_Pins	1969 Miles – Festiva De Juan Pins	works	references	10	1592
Miles_Davis%27_Greatest_Hits	Miles Davis' Greatest Hits	works	external links	16	4954
Directions_(Miles_Davis_album)	Directions (Miles Davis album)	works	personnel	24	8067
File:Go_Ahead_John.ogg	File:Go Ahead John.ogg	other	file history	5	433
Caf%C3%A9_Bohemia	Café Bohemia	places	history	7	1923
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0
First_Miles	First Miles	works	references	22	2527
Live_at_the_1963_Monterey_Jazz_Festival	Live at the 1963 Monterey Jazz Festival	works	external links	20	6800
Birdland_1951	Birdland 1951	works	external links	17	3155
Miles_%26_Coltrane	Miles & Coltrane	works	external links	14	4429
Basic_Miles:_The_Classic_Performances_of_Miles_Davis	Basic Miles: The Classic Performances of Miles Davis	works	external links	18	1096
Cool_%26_Collected	Cool & Collected	works	external links	18	1186
The_Miles_Davis_Collection,_Vol._1:_12_Sides_of_Miles	The Miles Davis Collection, Vol. 1: 12 Sides of Miles	works	external links	13	629
Forever_Miles_Davis	Forever Miles Davis	works	external links	20	675
Beautiful_Ballads_%26_Love_Songs_(Miles_Davis_album)	Beautiful Ballads & Love Songs (Miles Davis album)	works	external links	20	802
