href	name	page views
Inner_Worlds	Inner Worlds	7120
Earthless	Earthless	18473
User_talk:DISEman	User talk:DISEman	1528
Cool_Bird	Cool Bird	1641
Tommy_Potter	Tommy Potter	4043
Frank_Butler_(musician)	Frank Butler (musician)	2213
Steve_Popovich	Steve Popovich	2303
Just_Above_My_Head	Just Above My Head	3504
Heaven_and_Earth_(Al_Jarreau_album)	Heaven and Earth (Al Jarreau album)	2250
Ko-Ko	Ko-Ko	9275
Wikipedia:Version_1.0_Editorial_Team/WikiProject_Los_Angeles_articles_by_quality_log	Wikipedia:Version 1.0 Editorial Team/WikiProject Los Angeles articles by quality log	0
John_Carisi	John Carisi	2315
Wikipedia:Reference_desk/Archives/Humanities/2007_December_7	Wikipedia:Reference desk/Archives/Humanities/2007 December 7	0
New_Amerykah_Part_One_(4th_World_War)	New Amerykah Part One (4th World War)	35048
Children_of_Passions	Children of Passions	5563
Andy_Baio	Andy Baio	4573
Talk:Johnny_Cash/Archive_1	Talk:Johnny Cash/Archive 1	0
Empathy_(album)	Empathy (album)	3899
A_Simple_Matter_of_Conviction	A Simple Matter of Conviction	2673
Jazz_in_Germany	Jazz in Germany	8731
Jazz_drumming	Jazz drumming	19366
Tom_Terrell_(journalist)	Tom Terrell (journalist)	1643
Speak_Like_a_Child_(album)	Speak Like a Child (album)	9634
The_Prisoner_(album)	The Prisoner (album)	7621
Wikipedia:WikiProject_Persondata/List_of_biographies/1	Wikipedia:WikiProject Persondata/List of biographies/1	0
Chuck_Findley	Chuck Findley	6869
Conception_(album)	Conception (album)	3942
Blue_Period_(album)	Blue Period (album)	6332
Wikipedia:WikiProject_Spam/LinkReports/rollingstone.com	Wikipedia:WikiProject Spam/LinkReports/rollingstone.com	0
Dig_(Miles_Davis_album)	Dig (Miles Davis album)	10244
Wheelin%27_and_Dealin%27	Wheelin' and Dealin'	520
Paolo_Rustichelli	Paolo Rustichelli	1629
User_talk:24.150.238.22	User talk:24.150.238.22	0
User_talk:67.185.219.71	User talk:67.185.219.71	0
List_of_2007_albums	List of 2007 albums	7778
KSDS	KSDS	1792
User:W_guice/sandbox/miles	User:W guice/sandbox/miles	0
This_Meets_That	This Meets That	1459
Fat_Albert_Rotunda	Fat Albert Rotunda	11419
VSOP_(album)	VSOP (album)	8035
User:Mind_meal/Sandbox2	User:Mind meal/Sandbox2	0
User_talk:216.220.94.97	User talk:216.220.94.97	41
List_of_Miami_Vice_guest_appearances	List of Miami Vice guest appearances	15644
Mark_Wingfield	Mark Wingfield	945
Tempest_in_the_Colosseum	Tempest in the Colosseum	2150
Musicmagic	Musicmagic	4902
Live_(Return_to_Forever_album)	Live (Return to Forever album)	4398
Directstep	Directstep	2805
Alan_Douglas_(record_producer)	Alan Douglas (record producer)	4679
Francine_Reed	Francine Reed	4075
Jazz_Track	Jazz Track	9236
Flood_(Herbie_Hancock_album)	Flood (Herbie Hancock album)	7451
The_Piano_(Herbie_Hancock_album)	The Piano (Herbie Hancock album)	3110
Dedication_(Herbie_Hancock_album)	Dedication (Herbie Hancock album)	7646
Crystal_Silence	Crystal Silence	3921
Jacksonville_Jazz_Festival	Jacksonville Jazz Festival	2170
User_talk:Thelots~enwiki	User talk:Thelots~enwiki	17
File:MilesDavis_DarkMagus.jpg	File:MilesDavis DarkMagus.jpg	62
File:MilesDavis_Agartha_designbyTadanoriYokoo.jpg	File:MilesDavis Agartha designbyTadanoriYokoo.jpg	142
Frank_Rehak	Frank Rehak	2001
Music_from_Siesta	Music from Siesta	6618
User:Mind_meal/Sandbox24	User:Mind meal/Sandbox24	0
We_Will_Meet_Again	We Will Meet Again	4477
Shlomo_Bar	Shlomo Bar	2358
User_talk:82.23.86.28	User talk:82.23.86.28	3
Emergency!_(album)	Emergency! (album)	7701
James_Buffington	James Buffington	1097
Betty_Glamann	Betty Glamann	640
Tata_G%C3%BCines	Tata Güines	2241
Rick_Margitza	Rick Margitza	2066
Wikipedia_talk:Non-free_content/Archive_34	Wikipedia talk:Non-free content/Archive 34	0
User_talk:166.127.1.221	User talk:166.127.1.221	38
Gene_Ramey	Gene Ramey	2209
My_Man%27s_Gone_Now	My Man's Gone Now	3762
Timeline_of_music_in_the_United_States_(1950%E2%80%9369)	Timeline of music in the United States (1950–69)	3375
Timeline_of_music_in_the_United_States_(1970%E2%80%93present)	Timeline of music in the United States (1970–present)	2268
Denzil_Best	Denzil Best	3107
Nelson_Boyd	Nelson Boyd	1417
Wayne_Shorter_discography	Wayne Shorter discography	8374
User:Jazzeur/sandbox	User:Jazzeur/sandbox	0
John_Coltrane_House	John Coltrane House	2142
Addison_Farmer	Addison Farmer	2578
Leonard_Gaskin	Leonard Gaskin	1773
Buddy_Montgomery	Buddy Montgomery	2522
User:Managerpants/List_of_historical_figures_in_Civilization_IV	User:Managerpants/List of historical figures in Civilization IV	0
Marketing_for_Grand_Theft_Auto_IV	Marketing for Grand Theft Auto IV	4342
Danny_Bank	Danny Bank	1653
Johnny_Coles	Johnny Coles	4411
User_talk:76.26.14.168	User talk:76.26.14.168	0
Wikipedia:Templates_for_deletion/Log/2008_February_26	Wikipedia:Templates for deletion/Log/2008 February 26	0
Jimmy_%22Jammin%27%22_Smith	Jimmy "Jammin'" Smith	147
Rise_(Public_Image_Ltd_song)	Rise (Public Image Ltd song)	13391
Elastic_Rock	Elastic Rock	3836
Wikipedia:WikiProject_Spam/LinkReports/quasimodobell.com	Wikipedia:WikiProject Spam/LinkReports/quasimodobell.com	0
Bob_Northern	Bob Northern	1507
User:Danaimband/Opinions/Music	User:Danaimband/Opinions/Music	0
Myka_9	Myka 9	6094
User:Jesseissocool74	User:Jesseissocool74	40
Bernard_Wright	Bernard Wright	20698
Kenny_Hagood	Kenny Hagood	2332
Dave_Schildkraut	Dave Schildkraut	1079
User_talk:193.172.16.98	User talk:193.172.16.98	35
User:SilkTork/Music	User:SilkTork/Music	0
Phil_Urso	Phil Urso	844
Arnold_Fishkind	Arnold Fishkind	1113
Soul_to_Soul_Tour	Soul to Soul Tour	2154
Miles_Davis_and_Horns	Miles Davis and Horns	6266
File:Miles_Davis_with_horns_Cover.jpg	File:Miles Davis with horns Cover.jpg	105
Gil_Coggins	Gil Coggins	1067
Barry_Galbraith	Barry Galbraith	3350
Gene_Perla	Gene Perla	1642
Ogunde_(song)	Ogunde (song)	1899
Michael_Cuscuna	Michael Cuscuna	2399
User:Panicpack121	User:Panicpack121	204
Joe_Shulman	Joe Shulman	1262
Jean-Paul_Bourelly	Jean-Paul Bourelly	6740
Warren_Smith_(jazz_percussionist)	Warren Smith (jazz percussionist)	1501
User:Pjoef/Sandbox	User:Pjoef/Sandbox	0
Lady_Day:_The_Complete_Billie_Holiday_on_Columbia_1933%E2%80%931944	Lady Day: The Complete Billie Holiday on Columbia 1933–1944	6835
Talk:Trio_of_Doom	Talk:Trio of Doom	38
Barry_Ulanov	Barry Ulanov	1482
List_of_triple_albums	List of triple albums	3962
Shawn_Pelton	Shawn Pelton	8999
Taft_Jordan	Taft Jordan	2115
Ronnie_Burrage	Ronnie Burrage	1561
User:Jazzfann	User:Jazzfann	188
Siba_Shakib	Siba Shakib	1095
1958_Miles	1958 Miles	9814
Music_of_Chicago	Music of Chicago	31534
Oscar_Peterson_at_the_Concertgebouw	Oscar Peterson at the Concertgebouw	822
Days_Between_Stations	Days Between Stations	1944
Rocky_Mountain_Jam	Rocky Mountain Jam	1320
Marcus_(album)	Marcus (album)	2594
Metronome_All-Stars	Metronome All-Stars	2149
User:Tony_Sidaway/searches/different_to	User:Tony Sidaway/searches/different to	0
Tommy_Muellner	Tommy Muellner	630
Template:Miles_Davis	Template:Miles Davis	653
Barry_Finnerty	Barry Finnerty	2962
Swing_(jazz_performance_style)	Swing (jazz performance style)	47982
List_of_Peabody_Award_winners_(1990%E2%80%9399)	List of Peabody Award winners (1990–99)	2143
File:Miles_Davis_-_1958_Miles_reissue_cover.jpg	File:Miles Davis - 1958 Miles reissue cover.jpg	88
51st_Annual_Grammy_Awards	51st Annual Grammy Awards	31234
User:Idontknow610/Sandbox2	User:Idontknow610/Sandbox2	0
Mark_de_Clive-Lowe	Mark de Clive-Lowe	4175
Jeff_Chan	Jeff Chan	2034
User_talk:Zhuangcg	User talk:Zhuangcg	0
User:Affinity_likely/Affinity_likely_Descriptive_User_Boxes	User:Affinity likely/Affinity likely Descriptive User Boxes	0
Le_Tabou	Le Tabou	928
Wikipedia:WikiProject_Spam/COIReports/2008,_Apr_14	Wikipedia:WikiProject Spam/COIReports/2008, Apr 14	0
AACTA_Award_for_Best_Original_Music_Score	AACTA Award for Best Original Music Score	2373
Robert_Levin_(writer)	Robert Levin (writer)	819
Industrial_hip_hop	Industrial hip hop	16672
User:Preschooler.at.heart/About_Me	User:Preschooler.at.heart/About Me	0
User:Preschooler.at.heart/Biography	User:Preschooler.at.heart/Biography	0
User:Preschooler.at.heart/Meta	User:Preschooler.at.heart/Meta	0
Laid_Back_(album)	Laid Back (album)	6763
John_Coltrane_Home	John Coltrane Home	3185
User_talk:71.10.69.12	User talk:71.10.69.12	0
User_talk:71.185.209.75	User talk:71.185.209.75	0
Baker%27s_Keyboard_Lounge	Baker's Keyboard Lounge	4272
Now_to_the_Future	Now to the Future	249
User_talk:76.241.125.6	User talk:76.241.125.6	0
User:Rowdyoctopus/GTA_IV_Soundtrack	User:Rowdyoctopus/GTA IV Soundtrack	0
File:Miles_Davis_On_The_Corner.jpg	File:Miles Davis On The Corner.jpg	145
File:Miles_Davis_The_Man_With_The_Horn.jpg	File:Miles Davis The Man With The Horn.jpg	64
File:Miles_Davis_Star_People.jpg	File:Miles Davis Star People.jpg	63
File:Music_from_Siesta.jpg	File:Music from Siesta.jpg	55
File:Miles_Davis_with_Michel_LeGrand_Dingo.jpg	File:Miles Davis with Michel LeGrand Dingo.jpg	40
File:RoundAboutMidnightMilesDavis.jpg	File:RoundAboutMidnightMilesDavis.jpg	129
Albert_Stinson	Albert Stinson	880
Wikipedia:Articles_for_creation/2008-04-29	Wikipedia:Articles for creation/2008-04-29	0
Magic_Touch_(Stanley_Jordan_album)	Magic Touch (Stanley Jordan album)	582
User:Kemery022	User:Kemery022	39
Cab_Kaye	Cab Kaye	3279
Lighthouse_Caf%C3%A9	Lighthouse Café	2759
Colin_Bailey_(drummer)	Colin Bailey (drummer)	1842
Herb_Geller	Herb Geller	3986
User_talk:LukeTheSpook/Archive_2	User talk:LukeTheSpook/Archive 2	0
User:IL7Soulhunter/Userboxes	User:IL7Soulhunter/Userboxes	0
Drumma_Boy	Drumma Boy	30335
File:Porgy%26bess_UKrelease.jpg	File:Porgy&bess UKrelease.jpg	55
Quincy_Jones_production_discography	Quincy Jones production discography	38910
Martin_Fr%C3%B6st	Martin Fröst	14111
User_talk:209.174.137.248	User talk:209.174.137.248	0
Blue_Note_Records_discography	Blue Note Records discography	20039
In_Person_Friday_and_Saturday_Nights_at_the_Blackhawk,_Complete	In Person Friday and Saturday Nights at the Blackhawk, Complete	6831
User_talk:67.80.74.153	User talk:67.80.74.153	0
Bohemian_Caverns	Bohemian Caverns	3633
Kesivan_Naidoo	Kesivan Naidoo	941
Gettin%27_Together_(Art_Pepper_album)	Gettin' Together (Art Pepper album)	1460
User_talk:68.191.156.190	User talk:68.191.156.190	0
Green_Dolphin_Street	Green Dolphin Street	14731
User_talk:66.225.38.253	User talk:66.225.38.253	0
User_talk:68.46.109.196	User talk:68.46.109.196	0
Danny_Polo	Danny Polo	960
David_Patterson_(guitarist)	David Patterson (guitarist)	476
Peter_Yarrow	Peter Yarrow	83399
List_of_slap_bass_players_(electric_bass)	List of slap bass players (electric bass)	1989
User:Bartledan	User:Bartledan	192
To_the_Stars_(album)	To the Stars (album)	3519
Upon_This_Rock_(Joe_Farrell_album)	Upon This Rock (Joe Farrell album)	1802
User_talk:62.31.116.52	User talk:62.31.116.52	0
1961_in_jazz	1961 in jazz	1079
Eddie_Calhoun	Eddie Calhoun	1856
Timeline_of_music_in_the_United_States_(1920%E2%80%9349)	Timeline of music in the United States (1920–49)	6407
Jazz_Review	Jazz Review	1063
On_Green_Dolphin_Street_(album)	On Green Dolphin Street (album)	3534
How_My_Heart_Sings!	How My Heart Sings!	4733
Interplay_(Bill_Evans_album)	Interplay (Bill Evans album)	6743
Further_Conversations_with_Myself	Further Conversations with Myself	2268
California_Here_I_Come_(album)	California Here I Come (album)	2097
User:IL7Soulhunter/Bored/More/UBXes/USERBOX!!!	User:IL7Soulhunter/Bored/More/UBXes/USERBOX!!!	0
Coltrane_for_Lovers	Coltrane for Lovers	2838
Talk:Vince_Giordano	Talk:Vince Giordano	48
Rod_Levitt	Rod Levitt	931
J._J._Johnson_discography	J. J. Johnson discography	4450
Voyage_(Chick_Corea_album)	Voyage (Chick Corea album)	795
Echoes_of_an_Era	Echoes of an Era	5690
Trisno	Trisno	1513
CK_(album)	CK (album)	5506
The_Woman_I_Am	The Woman I Am	4066
Epiphany:_The_Best_of_Chaka_Khan,_Vol._1	Epiphany: The Best of Chaka Khan, Vol. 1	5812
Shelly_Liebowitz	Shelly Liebowitz	498
Stella_by_Starlight	Stella by Starlight	11550
User:Richard0612/Userbox_Archive/Music	User:Richard0612/Userbox Archive/Music	0
File:Miles_Ahead.jpg	File:Miles Ahead.jpg	82
Talk:Innova_Recordings	Talk:Innova Recordings	74
List_of_people_with_surname_Davis	List of people with surname Davis	3978
Wikipedia:WikiProject_Missouri/Cleanup_listing	Wikipedia:WikiProject Missouri/Cleanup listing	0
User:IL7Soulhunter/UserPage	User:IL7Soulhunter/UserPage	0
Winter_in_America	Winter in America	13255
User_talk:67.87.129.13	User talk:67.87.129.13	26
Q%27s_Jook_Joint	Q's Jook Joint	8076
The_Concorde_Club	The Concorde Club	1559
1974_NME_Critics_End_of_Year_Poll	1974 NME Critics End of Year Poll	860
J.C._Crowley	J.C. Crowley	3828
Children%27s_Songs_(Chick_Corea_album)	Children's Songs (Chick Corea album)	2591
Jimmie_Smith	Jimmie Smith	1298
Trio_64	Trio 64	2594
Sting_discography	Sting discography	54589
List_of_nicknames_of_jazz_musicians	List of nicknames of jazz musicians	8597
Karl_Ferris	Karl Ferris	2971
File:MilesAhead_original.jpg	File:MilesAhead original.jpg	142
Sundance_(album)	Sundance (album)	2735
Delphi_I	Delphi I	1836
Tap_Step	Tap Step	2248
Again_and_Again_(album)	Again and Again (album)	1457
Round_Trip_(Sadao_Watanabe_album)	Round Trip (Sadao Watanabe album)	1071
The_Jazz_Review	The Jazz Review	1153
Jack_Healey	Jack Healey	2462
User:Niraqzback	User:Niraqzback	133
User:IL7Soulhunter	User:IL7Soulhunter	277
Colman_Andrews	Colman Andrews	8094
Space_Harp	Space Harp	1687
Frank_Fitzpatrick	Frank Fitzpatrick	2551
Miles_in_Paris	Miles in Paris	1198
File:Milesdavis_aboutthattime_cd.jpg	File:Milesdavis aboutthattime cd.jpg	29
User:Blehfu/Sandbox/Musical_improvisation	User:Blehfu/Sandbox/Musical improvisation	0
Chris_Steinmetz	Chris Steinmetz	930
Steve_Lukather_discography	Steve Lukather discography	6021
Pescara_Jazz	Pescara Jazz	437
File:KindofBlue_JM.jpg	File:KindofBlue JM.jpg	114
File:Image-bagsgroove.jpg	File:Image-bagsgroove.jpg	74
The_Cry_of_Love_Tour	The Cry of Love Tour	5059
Portal:Theatre/Selected_article/1	Portal:Theatre/Selected article/1	0
Talk:List_of_organisms_named_after_famous_people	Talk:List of organisms named after famous people	125
William_Kopecky	William Kopecky	742
Thunder_(SMV_album)	Thunder (SMV album)	4091
Bj%C3%B6rk	Björk	693490
Schizophrenia_(Wayne_Shorter_album)	Schizophrenia (Wayne Shorter album)	4678
Fame_in_the_20th_Century	Fame in the 20th Century	4550
1971_in_music	1971 in music	33418
One_(NoMeansNo_album)	One (NoMeansNo album)	1964
User_talk:86.149.34.105	User talk:86.149.34.105	0
User:Praiyachat	User:Praiyachat	284
Cool_(aesthetic)	Cool (aesthetic)	65676
Mike_Vasas	Mike Vasas	406
Mejeriet	Mejeriet	438
Avo_Session_Basel	Avo Session Basel	6520
Wax_Poetics	Wax Poetics	2896
Bird:_The_Complete_Charlie_Parker_on_Verve	Bird: The Complete Charlie Parker on Verve	3231
Miles_Mosley	Miles Mosley	8053
Wikipedia:WikiProject_California/Cleanup_listing	Wikipedia:WikiProject California/Cleanup listing	0
Complete_Charlie_Parker_on_Dial	Complete Charlie Parker on Dial	1701
Charlie_Parker_on_Dial	Charlie Parker on Dial	3912
Time_Will_Pronounce	Time Will Pronounce	1226
Manfred_Mann_Chapter_Three	Manfred Mann Chapter Three	6283
User:Sj/en-g1g1	User:Sj/en-g1g1	0
Peacock_Alley_(jazz_club)	Peacock Alley (jazz club)	444
User:Infuriating2	User:Infuriating2	33
MyPods_and_Boomsticks	MyPods and Boomsticks	9636
Bill_Frisell,_Ron_Carter,_Paul_Motian	Bill Frisell, Ron Carter, Paul Motian	1284
User_talk:66.59.105.18	User talk:66.59.105.18	13
Van_Gelder_Studio	Van Gelder Studio	11260
John_Creedon	John Creedon	5840
User:SelectionBot/0.7/B-1	User:SelectionBot/0.7/B-1	0
Associated_Recording_Studios	Associated Recording Studios	798
United_States_Academic_Decathlon_topics	United States Academic Decathlon topics	2728
User:SelectionBot/0.7/B-4	User:SelectionBot/0.7/B-4	0
User:SelectionBot/0.7/C-8	User:SelectionBot/0.7/C-8	0
User:SelectionBot/0.7/M-7	User:SelectionBot/0.7/M-7	0
User:SelectionBot/0.7/S-5	User:SelectionBot/0.7/S-5	0
User:SelectionBot/0.7/V-1	User:SelectionBot/0.7/V-1	0
User:SelectionBot/0.7/W-2	User:SelectionBot/0.7/W-2	0
Richard_Wright_(musician)	Richard Wright (musician)	268289
Collectors%27_Items	Collectors' Items	7860
Miles_Davis_in_Europe	Miles Davis in Europe	1198
The_Straight_Horn_of_Steve_Lacy	The Straight Horn of Steve Lacy	1157
File:Blue_period.jpg	File:Blue period.jpg	55
User_talk:216.165.165.133	User talk:216.165.165.133	24
Jazz_at_the_Plaza_Vol._I	Jazz at the Plaza Vol. I	1171
User_talk:81.109.216.80	User talk:81.109.216.80	0
THD_Electronics	THD Electronics	2329
Michael_Bradford	Michael Bradford	4210
Communiqu%C3%A9_(Steve_Lacy_%26_Mal_Waldron_album)	Communiqué (Steve Lacy & Mal Waldron album)	465
Sunrise_in_Different_Dimensions	Sunrise in Different Dimensions	1085
Vic_Firth	Vic Firth	66644
Miles!_Miles!_Miles!	Miles! Miles! Miles!	2275
Super_Nova_(Wayne_Shorter_album)	Super Nova (Wayne Shorter album)	5436
The_Individualism_of_Gil_Evans	The Individualism of Gil Evans	2825
User_talk:216.48.138.35	User talk:216.48.138.35	19
User_talk:69.116.81.11	User talk:69.116.81.11	24
Delicate_AWOL	Delicate AWOL	596
Grammy_Award_for_Best_Instrumental_Performance	Grammy Award for Best Instrumental Performance	1205
Charlie_Banacos	Charlie Banacos	1327
Edgar_Villchur	Edgar Villchur	2228
Theme_Time_Radio_Hour_(season_3)	Theme Time Radio Hour (season 3)	2463
Portal:Jazz/Feature	Portal:Jazz/Feature	0
Guinnevere	Guinnevere	7918
User_talk:66.114.31.105	User talk:66.114.31.105	24
Live_at_the_Village_Vanguard_(Michel_Petrucciani_album)	Live at the Village Vanguard (Michel Petrucciani album)	896
Herbie_Hancock_discography	Herbie Hancock discography	26779
Wikipedia_talk:WikiProject_Music/Archive_16	Wikipedia talk:WikiProject Music/Archive 16	0
User:Silence/Articles	User:Silence/Articles	0
File:Miles_Davis_-_Conception.jpg	File:Miles Davis - Conception.jpg	88
User_talk:128.186.53.58	User talk:128.186.53.58	10
User_talk:La_Pianista/Archive_15	User talk:La Pianista/Archive 15	0
Wikipedia:Reference_desk/Archives/Miscellaneous/2008_November_6	Wikipedia:Reference desk/Archives/Miscellaneous/2008 November 6	0
Seven_Standards	Seven Standards	682
Jack_Johnson_(film)	Jack Johnson (film)	2387
Centrifugal_Funk	Centrifugal Funk	2556
Saeta_(flamenco)	Saeta (flamenco)	4955
Selim_Sivad:_A_Tribute_to_Miles_Davis	Selim Sivad: A Tribute to Miles Davis	486
Vagina_Diner	Vagina Diner	5113
User:Peacepiece/Bill_Evans_Trio	User:Peacepiece/Bill Evans Trio	0
Whispering_(song)	Whispering (song)	6056
List_of_concept_albums	List of concept albums	25907
List_of_Grateful_Dead_cover_versions	List of Grateful Dead cover versions	10050
Jazz_violin	Jazz violin	7399
Five_Peace_Band_Live	Five Peace Band Live	3764
Billy_Cobham_discography	Billy Cobham discography	7231
Easy_Living_(song)	Easy Living (song)	7184
User:Qui1che/About_me	User:Qui1che/About me	0
On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	12459
East_St._Louis_Senior_High_School	East St. Louis Senior High School	5715
User_talk:Rancourrancour	User talk:Rancourrancour	0
User:NinaRawz	User:NinaRawz	21
Poppin%27_(album)	Poppin' (album)	1735
Talk:Prince_(musician)/Archive_1	Talk:Prince (musician)/Archive 1	0
Skyzoo	Skyzoo	25156
MOJO_Awards	MOJO Awards	2993
The_Cooker	The Cooker	3603
User:Bearsona/albums	User:Bearsona/albums	0
Teddy_Charles	Teddy Charles	3732
File:Bitches_brew.jpg	File:Bitches brew.jpg	467
John_McLaughlin_discography	John McLaughlin discography	21178
Fredrik_Carl_St%C3%B8rmer	Fredrik Carl Størmer	1409
User_talk:75.151.228.73	User talk:75.151.228.73	2
Devotion_(John_McLaughlin_album)	Devotion (John McLaughlin album)	6759
David_Gahr	David Gahr	1326
Unfinished_Sky	Unfinished Sky	3198
Abdel-Halim_Caracalla	Abdel-Halim Caracalla	802
Peter_Best_(composer)	Peter Best (composer)	3779
Street_Hero	Street Hero	0
User:Ingridnegron	User:Ingridnegron	0
Electric_Dreams_(John_McLaughlin_album)	Electric Dreams (John McLaughlin album)	0
At_Newport_1958	At Newport 1958	8600
John_Bernard_Riley	John Bernard Riley	2781
Convergence_(Dave_Douglas_album)	Convergence (Dave Douglas album)	808
Strange_Liberation	Strange Liberation	1049
CoreaHancock	CoreaHancock	0
Keystone_(album)	Keystone (album)	0
Electric_Guitarist	Electric Guitarist	5231
Of_Love_and_Peace	Of Love and Peace	1495
User_talk:64.53.143.154	User talk:64.53.143.154	0
Moto_Grosso_Feio	Moto Grosso Feio	3725
Combo_Audio	Combo Audio	1361
The_Fabulous_Chi-Ali	The Fabulous Chi-Ali	3383
User_talk:75.100.82.19	User talk:75.100.82.19	0
The_Jazz_Message_of_Hank_Mobley	The Jazz Message of Hank Mobley	0
Smithsonian_Channel%27s_Sound_Revolution	Smithsonian Channel's Sound Revolution	512
Alabama_(John_Coltrane_song)	Alabama (John Coltrane song)	4004
User:Joan_Velez	User:Joan Velez	203
Provision_(album)	Provision (album)	4024
User_talk:72.221.71.106	User talk:72.221.71.106	0
Alone_(Bill_Evans_album)	Alone (Bill Evans album)	2531
The_Solo_Sessions,_Vol._1	The Solo Sessions, Vol. 1	2712
At_Shelly%27s_Manne-Hole	At Shelly's Manne-Hole	2914
Affinity_(Bill_Evans_album)	Affinity (Bill Evans album)	3237
New_Conversations	New Conversations	2477
I_Will_Say_Goodbye	I Will Say Goodbye	4148
The_Bill_Evans_Trio_%22Live%22	The Bill Evans Trio "Live"	286
Trio_%2765	Trio '65	2286
Bill_Evans_Trio_with_Symphony_Orchestra	Bill Evans Trio with Symphony Orchestra	3006
Bill_Evans_at_Town_Hall	Bill Evans at Town Hall	2484
Musical_quotation	Musical quotation	8594
What%27s_New_(Bill_Evans_album)	What's New (Bill Evans album)	2148
The_Bill_Evans_Album	The Bill Evans Album	3984
Herbie_Hancock_Trio_(1977_album)	Herbie Hancock Trio (1977 album)	4200
Death_Wish_(soundtrack)	Death Wish (soundtrack)	3417
Blow-Up_(soundtrack)	Blow-Up (soundtrack)	5252
Crosscurrents_(album)	Crosscurrents (album)	1578
Quintessence_(Bill_Evans_album)	Quintessence (Bill Evans album)	2489
Alone_(Again)	Alone (Again)	1415
Brian_Eno	Brian Eno	392657
Quiet_Now	Quiet Now	2172
From_Left_to_Right	From Left to Right	3493
Andrew_Lancaster	Andrew Lancaster	1460
Intuition_(Bill_Evans_album)	Intuition (Bill Evans album)	2003
Wikipedia:Vital_articles/Expanded/People	Wikipedia:Vital articles/Expanded/People	0
Waltz_for_Debby_(1964_album)	Waltz for Debby (1964 album)	3923
Round_Midnight_(soundtrack)	Round Midnight (soundtrack)	4676
A_Monstrous_Psychedelic_Bubble_Exploding_in_Your_Mind:_Volume_1	A Monstrous Psychedelic Bubble Exploding in Your Mind: Volume 1	2752
Wikipedia_talk:WikiProject_Jazz/Archives/2008_1	Wikipedia talk:WikiProject Jazz/Archives/2008 1	0
User:ClueBot_III/Detailed_Indices/Wikipedia_talk:WikiProject_Jazz/Archives/2008_1	User:ClueBot III/Detailed Indices/Wikipedia talk:WikiProject Jazz/Archives/2008 1	0
User:ClueBot_III/Master_Detailed_Indices/Wikipedia_talk:WikiProject_Jazz	User:ClueBot III/Master Detailed Indices/Wikipedia talk:WikiProject Jazz	0
User_talk:98.64.24.101	User talk:98.64.24.101	0
User_talk:74.235.51.21	User talk:74.235.51.21	11
Glenn_Miller_discography	Glenn Miller discography	16759
User_talk:99.183.170.190	User talk:99.183.170.190	0
User_talk:Shayneerainbolt	User talk:Shayneerainbolt	6
The_Best_Smooth_Jazz..._Ever!	The Best Smooth Jazz... Ever!	5600
User_talk:165.91.189.74	User talk:165.91.189.74	0
Niels_Eje	Niels Eje	737
User_talk:71.58.80.71	User talk:71.58.80.71	7
Bloodline_(band)	Bloodline (band)	10362
User:Zenohockey/Pitchfork	User:Zenohockey/Pitchfork	0
Wikipedia:0.7/0.7geo/United_States	Wikipedia:0.7/0.7geo/United States	0
Wikipedia:0.7/0.7geo/Africa	Wikipedia:0.7/0.7geo/Africa	0
Wikipedia:0.7/0.7geo/United_States-Bio	Wikipedia:0.7/0.7geo/United States-Bio	0
Wikipedia:0.7/0.7geo/United_States-Arts	Wikipedia:0.7/0.7geo/United States-Arts	0
Wikipedia:0.7/0.7geo/Africa-Arts	Wikipedia:0.7/0.7geo/Africa-Arts	0
Wikipedia:0.7/0.7geo/Africa-Bio	Wikipedia:0.7/0.7geo/Africa-Bio	0
Barbara_Stanzl	Barbara Stanzl	249
Wikipedia:0.7/0.7index/Music_by_genre_and_region	Wikipedia:0.7/0.7index/Music by genre and region	0
Wikipedia:0.7/0.7index/Musicians_and_composers_biographies	Wikipedia:0.7/0.7index/Musicians and composers biographies	0
Wikipedia:0.7/0.7index/All_biographies	Wikipedia:0.7/0.7index/All biographies	0
Mark_Sholtez	Mark Sholtez	1403
User_talk:98.169.140.32	User talk:98.169.140.32	0
Stan_Getz_discography	Stan Getz discography	11893
The_Soul_of_John_Black	The Soul of John Black	1633
Extensions_(McCoy_Tyner_album)	Extensions (McCoy Tyner album)	3414
User_talk:71.167.208.157	User talk:71.167.208.157	0
The_Paris_Concert_(Oscar_Peterson_album)	The Paris Concert (Oscar Peterson album)	1239
Major_Changes	Major Changes	842
Nice_Jazz_Festival	Nice Jazz Festival	3717
Folk_baroque	Folk baroque	3964
List_of_Sony/ATV_Music_Publishing_artists	List of Sony/ATV Music Publishing artists	0
My_Goal%27s_Beyond	My Goal's Beyond	5277
Solar:_Live_at_Sweet_Basil	Solar: Live at Sweet Basil	429
User_talk:97.81.213.186	User talk:97.81.213.186	1
Akira_Sakata	Akira Sakata	2354
Face_to_Face_(Oscar_Peterson_and_Freddie_Hubbard_album)	Face to Face (Oscar Peterson and Freddie Hubbard album)	902
Four_%26_More	Four & More	6736
Azar_Lawrence	Azar Lawrence	3037
Curtis_Clark	Curtis Clark	804
User:Pjoef/Favourites	User:Pjoef/Favourites	0
David_Gamson	David Gamson	4016
My_Ship	My Ship	3659
